alarm_id,device_id,start_timestamp,end_timestamp
9,28,33,95
6,37,41,91
4,17,43,95
4,25,48,68
4,32,56,80
11,19,58,91
4,23,61,62
4,4,70,77
4,23,82,95
4,28,85,85
4,25,91,95
6,36,115,156
5,37,127,280
11,2,134,156
7,19,141,233
4,37,143,159
5,25,151,195
7,33,156,192
11,4,156,194
7,28,157,178
4,33,161,192
7,25,162,195
4,25,162,192
4,32,164,178
4,37,166,173
4,28,173,173
4,28,173,186
4,17,175,178
8,30,176,178
2,12,177,179
4,37,180,233
4,33,181,195
4,5,182,200
7,28,188,195
12,26,189,196
4,19,189,210
7,37,213,235
4,19,220,235
4,19,222,233
7,24,229,232
3,34,244,293
7,19,256,264
4,19,263,264
10,29,264,293
12,24,281,286
0,30,282,286
10,34,286,293
1,23,307,329
6,23,313,320
11,28,315,320
4,32,365,375
3,25,368,385
4,30,409,583
0,27,422,427
9,16,460,483
12,19,462,465
12,31,515,555
2,9,517,518
8,9,521,541
10,31,522,541
8,31,530,546
10,31,530,541
5,12,532,541
11,31,538,541
11,31,539,546
0,31,543,548
5,31,544,546
4,31,550,693
5,31,608,646
10,6,661,667
1,24,768,775
5,5,788,821
6,14,799,846
10,11,806,821
11,11,807,846
10,19,807,810
10,16,813,821
11,14,826,846
11,13,885,998
1,5,889,943
0,7,901,903
11,31,908,967
6,11,918,943
11,14,929,943
11,36,935,943
6,19,937,943
7,35,938,968
4,35,960,968
10,0,995,1033
6,16,1033,1044
10,9,1037,1048
11,5,1038,1044
8,2,1055,1155
10,2,1055,1112
11,36,1056,1097
11,2,1067,1098
5,2,1067,1070
10,36,1088,1155
5,2,1110,1155
11,2,1113,1114
10,36,1128,1138
5,36,1129,1155
11,2,1136,1138
7,2,1143,1155
6,33,1154,1216
11,33,1158,1176
11,25,1164,1211
11,33,1201,1211
3,29,1204,1225
11,7,1209,1269
3,5,1209,1211
10,29,1212,1225
11,30,1219,1225
0,30,1221,1225
7,4,1222,1251
0,29,1224,1225
4,4,1241,1251
6,21,1244,1265
3,2,1307,1314
12,4,1308,1311
8,4,1310,1311
10,36,1313,1314
1,6,1332,1394
6,6,1336,1394
5,14,1343,1343
11,36,1345,1410
2,20,1346,1350
6,20,1353,1360
11,21,1356,1360
10,15,1364,1368
11,20,1375,1394
10,4,1379,1398
11,20,1385,1394
7,6,1386,1394
11,28,1390,1398
3,2,1428,1473
10,36,1443,1471
10,2,1448,1473
7,35,1511,1730
4,10,1526,1533
2,1,1537,1581
7,12,1551,1575
4,12,1562,1568
4,21,1568,1575
4,18,1572,1576
4,35,1575,1582
11,20,1582,1615
2,15,1589,1672
11,18,1589,1639
4,35,1601,1604
7,18,1602,1656
4,18,1606,1656
7,26,1616,1672
4,35,1623,1656
6,19,1640,1643
7,15,1642,1672
4,28,1646,1656
7,29,1649,1650
11,15,1650,1672
4,35,1653,1656
11,26,1656,1662
4,10,1660,1670
4,15,1665,1672
4,35,1683,1722
11,32,1719,1777
8,13,1730,1774
5,13,1753,1774
6,21,1766,1796
11,20,1772,1772
8,12,1786,1816
11,21,1796,1816
10,1,1799,1816
5,9,1801,1814
7,31,1802,1814
11,1,1809,1816
10,12,1815,1816
2,2,1853,1855
9,11,1869,1879
4,5,1874,1879
9,26,1890,1938
4,15,1893,1893
4,26,1898,1900
0,24,1916,1957
3,18,1958,2011
10,23,1960,1972
11,20,1982,1984
10,28,1987,2011
10,23,2003,2011
11,29,2003,2011
11,12,2004,2011
3,22,2024,2033
0,29,2026,2033
4,30,2032,2047
9,1,2095,2096
12,25,2185,2198
6,33,2190,2198
9,21,2221,2250
4,21,2225,2250
3,11,2248,2289
6,26,2251,2291
6,0,2263,2273
10,5,2271,2289
10,20,2281,2289
4,26,2379,2458
12,14,2390,2393
11,32,2393,2401
12,29,2468,2471
0,22,2469,2471
5,35,2484,2503
7,18,2488,2503
7,10,2501,2503
10,12,2520,2526
3,9,2520,2526
11,7,2534,2546
6,15,2545,2677
11,26,2566,2572
4,16,2574,2586
11,15,2580,2599
11,18,2621,2677
11,26,2627,2658
11,17,2666,2688
6,18,2678,2728
12,5,2678,2681
11,23,2684,2714
11,15,2717,2728
9,29,2726,2778
4,34,2729,2778
4,29,2748,2778
1,9,2756,2789
7,9,2773,2789
4,31,2776,2782
12,8,2779,2816
0,32,2781,2785
6,8,2781,2816
4,31,2784,2789
4,9,2786,2789
4,31,2787,2789
8,25,2802,2842
0,3,2804,2812
10,28,2807,2809
11,8,2807,2816
0,32,2809,2816
8,8,2814,2816
11,32,2815,2816
8,7,2891,3079
7,16,2911,3007
11,14,2918,3032
10,7,2923,2987
11,7,2924,2987
10,14,2925,2951
7,28,2925,2956
4,4,2932,2956
4,23,2933,2941
5,4,2934,2935
11,7,2935,2942
5,7,2936,2957
4,18,2949,2956
4,29,2953,2956
11,7,2953,2959
5,14,2969,2981
5,7,2972,2988
4,5,2973,3007
10,14,2977,3023
6,28,2981,3017
10,7,2981,2988
11,28,2985,3003
11,7,2989,2995
11,14,2990,3023
11,12,2992,3028
10,4,2992,2992
8,28,2992,3082
8,3,2997,3060
5,4,3000,3016
11,12,3000,3017
5,28,3002,3048
11,23,3004,3008
11,7,3006,3010
10,32,3008,3017
7,23,3010,3027
5,32,3011,3015
11,17,3012,3017
4,28,3013,3027
11,23,3013,3082
2,37,3014,3014
5,25,3015,3027
7,33,3020,3023
10,23,3026,3059
5,3,3030,3060
7,18,3030,3048
11,32,3030,3037
11,25,3036,3045
7,23,3036,3041
7,24,3037,3060
5,25,3039,3082
7,28,3040,3048
10,24,3041,3060
10,17,3041,3082
4,23,3045,3048
4,24,3045,3060
7,12,3045,3048
10,18,3046,3082
5,7,3047,3048
7,3,3047,3057
11,14,3048,3079
10,25,3050,3063
11,3,3051,3060
7,13,3051,3052
11,35,3051,3059
5,4,3051,3052
10,3,3052,3060
10,14,3053,3071
5,23,3057,3082
7,33,3058,3082
10,7,3067,3079
11,35,3069,3072
7,28,3070,3082
4,12,3073,3082
4,33,3079,3079
11,35,3079,3082
11,18,3081,3082
11,31,3084,3134
7,20,3085,3184
2,26,3092,3105
4,20,3093,3151
4,11,3099,3184
2,28,3099,3100
4,6,3116,3184
2,1,3116,3132
4,20,3155,3191
4,31,3207,3334
11,1,3234,3266
1,33,3286,3404
6,19,3310,3332
6,25,3340,3404
6,33,3342,3404
8,19,3343,3357
11,28,3345,3378
11,5,3349,3357
11,33,3349,3403
5,5,3350,3353
11,33,3352,3404
11,33,3384,3394
4,25,3407,3457
12,9,3409,3450
8,20,3409,3415
10,11,3410,3415
10,3,3413,3450
2,31,3413,3450
11,9,3415,3419
2,12,3416,3433
7,21,3422,3433
4,21,3428,3429
4,20,3432,3433
8,31,3434,3448
11,31,3437,3448
5,9,3442,3446
11,9,3446,3448
0,31,3446,3450
7,19,3481,3523
4,37,3487,3504
10,33,3498,3551
11,25,3530,3540
8,19,3549,3603
10,37,3550,3572
10,5,3555,3603
11,5,3561,3564
5,37,3566,3578
11,19,3576,3603
10,19,3578,3603
11,37,3585,3603
7,1,3592,3652
4,1,3597,3652
11,5,3598,3603
4,12,3599,3600
4,12,3607,3652
5,10,3631,3654
