alarm_id,device_id,start_timestamp,end_timestamp
9,19,26,105
2,14,78,86
1,24,115,150
11,18,128,237
5,5,135,164
3,32,171,190
12,25,188,213
0,7,239,257
11,32,240,288
3,8,247,309
12,30,317,322
11,20,345,392
0,13,375,376
5,8,441,459
4,13,485,498
2,26,508,535
6,15,524,565
3,15,558,586
13,1,581,598
9,36,589,599
5,0,610,619
7,21,624,642
10,26,638,640
12,17,643,655
8,30,653,676
4,6,658,662
4,20,688,735
6,27,693,767
12,21,740,750
3,27,748,777
0,15,751,812
10,13,774,781
10,27,795,800
12,13,813,828
0,20,816,819
1,29,818,854
4,33,861,882
0,31,931,943
0,10,935,952
2,33,948,981
10,33,975,1016
9,36,1100,1141
6,6,1112,1130
5,34,1134,1148
5,36,1156,1194
8,14,1167,1173
10,36,1170,1173
7,30,1217,1240
8,0,1257,1263
11,9,1264,1465
2,12,1286,1298
3,16,1370,1388
7,21,1371,1405
6,25,1372,1394
6,34,1403,1423
13,5,1434,1447
12,26,1488,1491
12,29,1499,1515
6,23,1525,1542
7,4,1528,1528
3,23,1541,1543
9,24,1563,1571
4,29,1578,1630
10,11,1634,1670
13,28,1644,1661
10,28,1652,1655
10,28,1655,1683
0,25,1657,1681
3,26,1658,1668
0,17,1664,1671
4,24,1682,1763
6,5,1710,1862
3,5,1718,1786
7,5,1722,1748
0,3,1731,1744
3,30,1755,1790
1,9,1802,1819
11,26,1828,1867
2,9,1830,1971
12,17,1834,1886
10,27,1838,1853
7,34,1922,1947
12,28,1962,1965
10,22,2001,2015
1,27,2008,2008
8,32,2029,2061
7,22,2033,2057
7,7,2049,2071
7,22,2092,2099
2,6,2127,2136
10,6,2128,2181
12,25,2167,2201
3,27,2184,2186
3,9,2193,2212
10,14,2208,2216
12,3,2220,2227
0,35,2239,2245
11,18,2253,2285
12,25,2260,2289
1,3,2263,2302
8,15,2269,2273
1,22,2308,2312
0,29,2316,2319
12,3,2333,2345
10,3,2345,2353
3,20,2379,2395
4,2,2398,2449
9,11,2409,2411
10,17,2438,2491
3,16,2456,2466
1,15,2471,2478
2,17,2516,2576
11,32,2528,2628
3,3,2588,2600
1,37,2588,2613
0,27,2615,2675
13,13,2620,2636
6,18,2642,2668
7,36,2644,2691
5,16,2658,2660
12,22,2685,2744
10,22,2690,2724
9,36,2759,2788
12,27,2761,2761
12,32,2764,2782
10,32,2767,2781
9,2,2792,2827
4,21,2799,2828
11,31,2818,2843
7,3,2847,2877
10,34,2853,2881
3,10,2890,2895
10,17,2930,2936
2,25,2959,2972
7,19,2961,2966
2,37,2988,2998
2,22,3019,3053
1,1,3022,3099
13,12,3027,3032
5,12,3029,3046
11,31,3038,3171
7,28,3039,3041
0,9,3095,3109
12,17,3099,3106
5,18,3148,3172
9,14,3177,3206
11,17,3198,3283
9,17,3206,3222
8,35,3247,3304
4,22,3260,3447
5,23,3272,3275
4,5,3342,3358
10,25,3361,3375
12,6,3371,3387
6,24,3373,3421
6,18,3430,3437
0,17,3438,3445
4,9,3482,3482
12,32,3490,3540
6,32,3504,3517
9,22,3507,3536
7,30,3514,3602
5,29,3552,3602
6,36,3555,3789
10,29,3564,3573
7,11,3569,3591
11,9,3589,3604
3,36,3692,3716
8,24,3744,3805
3,15,3751,3839
7,26,3881,3995
4,19,3902,3922
13,19,3908,3992
6,29,3925,3988
10,1,3937,3970
13,14,3941,3980
10,19,3961,3965
5,14,3964,4045
11,14,3975,4083
10,14,3994,4000
3,26,3998,4003
10,14,4004,4018
1,19,4022,4042
0,12,4030,4032
4,8,4054,4098
2,28,4109,4111
7,8,4116,4224
1,7,4116,4126
0,28,4128,4131
4,4,4239,4261
4,26,4320,4321
9,13,4334,4362
12,36,4340,4347
12,28,4344,4405
10,28,4360,4361
10,28,4369,4373
13,35,4440,4452
4,23,4452,4471
3,34,4453,4457
0,32,4487,4496
6,26,4574,4648
2,26,4670,4732
12,1,4671,4719
4,13,4685,4724
2,23,4694,4704
10,1,4696,4702
5,14,4789,4797
5,22,4803,4819
3,18,4804,4888
12,33,4817,4861
6,10,4830,4928
2,10,4846,4853
3,10,4918,4979
4,33,4927,4928
4,4,4931,4934
7,35,4955,4977
9,32,4971,5036
1,4,5001,5047
8,34,5002,5003
9,29,5006,5008
10,8,5008,5033
8,22,5009,5022
5,3,5070,5111
7,28,5082,5224
10,3,5088,5094
6,23,5115,5151
0,10,5153,5183
2,25,5216,5295
7,3,5233,5239
0,35,5240,5251
10,25,5256,5281
3,32,5260,5302
3,9,5273,5297
9,28,5292,5315
4,21,5295,5334
2,29,5311,5317
0,28,5323,5327
9,9,5332,5341
5,33,5348,5350
12,14,5387,5421
9,11,5465,5530
0,28,5471,5471
0,19,5487,5501
9,17,5544,5598
0,30,5553,5584
8,1,5606,5607
5,36,5618,5631
2,33,5632,5673
10,33,5640,5652
5,10,5652,5680
2,23,5654,5708
10,23,5663,5665
3,24,5684,5696
7,3,5707,5709
7,27,5727,5739
11,31,5742,5782
0,26,5763,5793
8,29,5778,5783
7,3,5805,5904
4,30,5869,5874
13,34,5889,5901
8,15,5891,5907
6,28,5895,5908
6,17,5909,5927
11,35,5945,5954
6,22,5947,6045
9,30,5948,6015
3,22,5957,6100
1,3,5982,6013
9,23,6025,6051
13,16,6049,6065
10,15,6058,6060
6,16,6061,6091
10,9,6065,6120
9,8,6083,6113
10,13,6112,6118
8,9,6133,6164
4,18,6134,6185
5,10,6167,6190
6,32,6177,6196
3,32,6177,6191
10,10,6189,6203
7,19,6241,6260
11,22,6244,6341
2,26,6254,6262
7,18,6267,6331
8,26,6305,6306
10,6,6342,6346
13,4,6386,6477
2,8,6398,6439
11,4,6405,6465
10,8,6406,6413
5,4,6411,6420
10,4,6418,6436
0,5,6419,6422
10,2,6442,6445
11,31,6461,6487
10,21,6560,6573
1,21,6578,6579
8,8,6638,6660
9,19,6640,6663
12,33,6659,6707
5,11,6684,6725
10,11,6688,6701
6,31,6715,6911
12,29,6729,6743
3,17,6734,6743
7,6,6750,6785
1,0,6816,6836
4,16,6843,6860
3,31,6893,6931
7,2,6894,6915
5,28,6903,6929
4,32,6906,6917
4,28,6906,6935
10,28,6908,6927
5,3,6911,6970
2,12,6920,6976
10,3,6925,6929
12,34,6927,6929
10,3,6934,6949
13,6,6941,6991
10,12,6976,6983
0,19,7049,7080
10,21,7067,7105
11,36,7105,7177
7,1,7146,7214
10,1,7149,7162
7,8,7149,7188
7,2,7164,7176
1,17,7187,7218
2,37,7194,7232
2,20,7201,7204
12,19,7222,7266
10,2,7296,7334
1,10,7328,7348
7,17,7351,7370
10,37,7381,7401
5,18,7408,7416
3,17,7487,7508
8,12,7508,7523
3,9,7539,7546
12,3,7548,7552
7,13,7549,7571
7,15,7567,7578
12,22,7568,7575
0,15,7609,7643
7,16,7646,7681
1,18,7648,7800
10,13,7710,7710
13,1,7711,7796
10,1,7713,7748
6,1,7723,7747
10,1,7726,7734
6,1,7728,7825
3,1,7738,7747
7,32,7751,7759
3,1,7757,7780
7,20,7787,7818
3,1,7801,7917
3,17,7813,7823
2,21,7829,7860
11,8,7847,7901
7,12,7856,7885
10,3,7900,7938
0,16,7914,7922
0,22,7941,7945
5,10,7943,7949
7,8,7981,7998
1,3,8001,8001
7,22,8024,8035
3,10,8036,8038
3,0,8051,8104
6,25,8057,8099
1,1,8060,8101
3,25,8073,8103
9,25,8094,8135
7,35,8140,8147
1,34,8197,8217
13,15,8216,8243
13,12,8225,8304
12,33,8228,8248
10,12,8256,8259
6,12,8266,8337
1,21,8275,8282
5,12,8278,8287
5,22,8296,8303
12,5,8382,8382
11,1,8430,8456
11,15,8432,8447
4,1,8450,8463
7,31,8456,8460
4,15,8490,8600
4,36,8545,8556
2,35,8553,8555
10,35,8554,8572
7,25,8589,8649
1,18,8616,8647
12,27,8689,8705
13,31,8761,8827
1,28,8769,8814
1,12,8777,8785
5,31,8779,8816
10,31,8804,8813
5,32,8818,8832
11,31,8823,8829
2,4,8823,8922
3,27,8830,8914
10,25,8834,8843
3,3,8861,8886
2,35,8878,8903
12,28,8889,8954
10,28,8891,8902
9,2,8902,8998
10,28,8920,8921
6,3,8957,9068
6,7,9010,9018
6,31,9089,9100
5,9,9183,9209
4,19,9192,9197
6,9,9237,9237
0,30,9244,9256
12,31,9261,9311
1,15,9274,9294
0,11,9281,9322
12,17,9283,9305
2,20,9319,9339
13,27,9351,9453
10,27,9381,9390
6,27,9390,9400
10,27,9391,9407
13,20,9408,9417
10,27,9436,9447
3,35,9529,9539
13,22,9558,9610
10,22,9583,9587
10,22,9588,9618
9,31,9614,9675
13,36,9615,9638
4,9,9619,9664
6,36,9626,9655
9,0,9658,9704
2,2,9674,9690
5,32,9713,9742
2,29,9732,9774
1,37,9820,9843
2,22,9896,9907
9,2,9916,9933
6,7,9935,10038
10,37,9939,9952
10,20,9977,9984
11,17,9981,10061
6,13,10007,10046
6,27,10044,10105
7,8,10051,10086
4,31,10072,10095
3,1,10075,10084
5,8,10113,10121
12,9,10114,10128
0,31,10171,10174
2,28,10198,10251
4,37,10255,10299
11,2,10259,10263
6,27,10275,10310
3,16,10296,10305
4,2,10338,10361
5,30,10359,10427
0,14,10365,10384
10,30,10390,10402
7,32,10401,10412
9,6,10455,10481
11,34,10461,10462
13,15,10505,10513
12,8,10525,10566
9,26,10560,10583
12,20,10605,10660
5,19,10608,10680
12,3,10613,10635
