alarm_id,device_id,start_timestamp,end_timestamp
3,19,4,45
4,21,5,64
14,0,45,95
5,21,46,47
10,18,52,231
6,0,82,88
5,7,96,119
1,7,103,119
9,18,126,224
0,18,145,175
7,18,171,173
7,15,183,202
5,15,183,202
3,7,191,200
9,9,234,260
11,14,255,257
8,1,277,308
0,0,287,332
12,1,299,308
9,7,303,434
0,15,351,405
13,2,356,383
1,15,366,396
7,7,371,373
4,12,409,444
5,12,430,440
7,7,432,434
1,12,439,440
10,15,608,629
12,13,636,699
10,13,649,699
2,11,692,711
5,13,694,699
13,3,698,794
14,8,709,710
0,6,739,744
10,3,740,792
4,13,896,949
6,6,914,943
5,3,945,956
5,13,947,949
0,3,949,956
1,3,955,956
11,4,1037,1068
9,2,1126,1127
6,11,1149,1190
1,11,1154,1169
13,21,1260,1279
2,10,1279,1293
1,10,1281,1293
11,5,1284,1311
1,14,1289,1315
9,9,1296,1461
3,5,1307,1311
8,14,1341,1341
13,6,1378,1390
7,9,1404,1412
5,20,1406,1468
1,20,1413,1424
0,20,1432,1440
7,9,1436,1445
5,2,1511,1572
1,2,1526,1572
1,6,1552,1649
10,9,1571,1615
14,1,1629,1638
7,21,1659,1711
6,21,1668,1686
0,1,1760,1883
9,0,1785,1804
1,1,1824,1840
4,1,1932,1992
10,13,1954,1997
5,1,1960,1961
10,16,2011,2058
11,17,2039,2047
2,2,2103,2131
10,12,2134,2148
4,13,2136,2156
1,13,2282,2346
3,8,2360,2475
8,7,2375,2434
14,8,2388,2405
6,7,2424,2428
13,20,2434,2474
10,8,2452,2475
5,20,2454,2457
10,20,2466,2474
2,15,2472,2473
5,5,2514,2533
7,5,2522,2523
13,1,2570,2601
10,1,2588,2601
11,22,2595,2596
4,12,2681,2751
8,22,2707,2732
1,22,2728,2732
11,15,2736,2743
11,16,2784,2796
1,2,2784,2806
11,3,2823,2835
5,3,2834,2835
14,12,2848,2903
4,3,2860,2867
1,8,2867,2904
14,8,2867,2935
6,8,2880,2917
6,12,2883,2903
1,12,2885,2903
7,22,2887,2912
10,22,2910,2912
0,18,2932,3105
13,15,2940,2963
14,4,2948,2959
6,4,2948,2952
6,4,2956,2959
4,4,2995,3002
9,9,3000,3040
1,18,3055,3105
6,22,3107,3119
1,18,3141,3316
8,14,3168,3269
2,8,3182,3192
1,14,3186,3269
6,14,3208,3269
0,9,3237,3326
4,9,3249,3290
13,21,3280,3312
12,15,3300,3313
10,15,3302,3313
1,9,3304,3326
7,1,3311,3312
7,6,3495,3569
6,10,3504,3535
10,6,3520,3569
0,14,3616,3618
13,19,3712,3716
7,15,3718,3747
0,22,3734,3820
10,19,3760,3806
1,22,3764,3774
1,22,3817,3820
5,15,3821,3825
7,15,3824,3825
14,21,3869,3916
1,21,3895,3916
13,11,3901,3914
5,2,3919,3919
0,5,3926,3957
1,5,3950,3957
13,7,4020,4070
5,16,4022,4041
5,7,4031,4039
5,7,4055,4058
10,7,4060,4065
10,7,4069,4070
3,1,4088,4139
6,11,4090,4118
12,1,4091,4139
11,8,4097,4116
1,1,4104,4139
5,1,4118,4139
6,1,4138,4139
0,22,4145,4227
10,16,4155,4205
6,5,4162,4174
8,2,4213,4288
1,22,4215,4227
8,6,4220,4317
4,12,4231,4306
5,12,4238,4284
12,6,4238,4282
5,6,4238,4282
7,12,4252,4284
5,6,4254,4262
4,2,4258,4264
1,12,4260,4261
1,6,4260,4262
6,2,4264,4264
6,2,4270,4283
7,6,4273,4282
6,12,4275,4284
1,12,4279,4284
1,6,4297,4317
5,12,4301,4306
5,6,4303,4317
9,16,4309,4333
1,14,4320,4364
12,1,4342,4525
9,13,4386,4448
12,9,4387,4581
10,1,4391,4402
0,13,4404,4448
1,13,4409,4413
6,9,4422,4428
5,0,4435,4460
8,18,4435,4680
7,0,4436,4455
1,13,4442,4448
10,0,4447,4455
1,20,4478,4567
1,18,4491,4491
5,1,4499,4525
5,5,4500,4511
14,0,4511,4533
1,1,4517,4525
14,9,4522,4538
6,18,4534,4563
5,18,4537,4552
6,9,4553,4572
12,18,4570,4584
12,18,4596,4601
6,18,4603,4617
11,20,4613,4630
10,5,4635,4682
8,2,4641,4673
14,16,4644,4692
6,18,4649,4660
1,18,4649,4659
8,8,4668,4675
6,18,4674,4680
1,16,4688,4692
1,11,4701,4800
2,16,4711,4730
12,16,4722,4730
3,22,4740,4750
5,22,4741,4750
7,14,4754,4768
10,14,4764,4768
9,16,4770,4789
1,4,4773,4874
1,20,4810,4847
13,21,4819,4829
13,7,4837,4838
0,17,4874,4891
11,15,4884,4887
12,0,4911,4929
1,13,4923,5058
11,0,4951,4960
5,20,4970,4995
10,6,4995,5055
9,20,5066,5225
0,20,5099,5218
0,22,5114,5156
7,20,5118,5126
7,20,5175,5205
10,20,5184,5194
11,11,5185,5193
6,20,5189,5205
1,20,5201,5205
1,20,5216,5218
9,12,5226,5263
4,10,5230,5315
0,10,5259,5305
5,10,5275,5305
0,11,5282,5350
10,10,5360,5498
13,2,5408,5412
13,22,5421,5428
13,7,5451,5477
4,14,5452,5461
4,7,5504,5566
2,10,5530,5531
0,13,5535,5592
0,12,5552,5569
7,13,5559,5559
4,2,5565,5624
6,20,5668,5670
8,6,5674,5686
10,19,5680,5818
14,19,5737,5757
9,8,5748,5835
1,19,5753,5757
2,3,5769,5842
9,18,5771,5840
12,3,5774,5798
5,3,5778,5798
10,3,5792,5797
0,18,5816,5840
6,6,5825,5839
12,3,5834,5842
1,3,5836,5842
11,21,5871,5872
5,6,5879,5921
1,17,5880,5897
13,2,5889,5988
14,12,5912,5927
10,11,5961,6063
13,13,5968,6054
5,13,5987,5995
11,21,5991,6005
6,21,5999,6005
10,13,6005,6054
8,9,6030,6055
5,13,6036,6036
3,4,6044,6119
5,4,6069,6082
4,7,6073,6128
2,18,6088,6132
5,4,6092,6119
12,4,6098,6119
11,18,6101,6110
1,4,6111,6119
11,11,6120,6135
3,11,6124,6135
5,11,6127,6129
1,18,6128,6132
2,1,6176,6182
1,1,6180,6182
11,16,6344,6352
14,19,6386,6429
12,19,6415,6446
12,16,6421,6460
10,17,6421,6434
10,19,6423,6446
10,16,6433,6460
6,19,6441,6446
10,5,6543,6548
10,8,6578,6583
