alarm_id,device_id,start_timestamp,end_timestamp
1,16,216,3658
9,16,276,5933
10,16,289,3528
6,22,294,7760
3,16,692,1080
0,49,703,6173
12,49,719,721
11,16,729,4847
3,32,758,1478
12,16,769,3341
12,49,773,4231
9,49,777,6984
12,32,807,6863
10,49,830,2069
10,16,839,10118
10,32,842,10018
10,16,846,1218
11,32,857,2918
10,32,888,2022
9,32,914,2610
8,32,915,1992
8,32,931,3846
9,16,944,6989
8,16,949,3436
10,16,951,9721
8,16,965,4034
8,16,979,4521
8,16,1040,5105
8,49,1061,4439
3,16,1114,1978
10,32,1183,3496
11,16,1250,2206
12,16,1266,1578
8,32,1283,10570
10,16,1337,5233
9,16,1353,1981
8,16,1358,6197
10,16,1362,1699
10,16,1363,7311
8,16,1503,2156
8,16,1667,2209
12,40,1691,2977
10,16,1701,2691
3,38,1712,4528
8,16,1740,2066
9,40,1743,1749
9,40,1759,2081
10,40,1799,4636
11,38,1812,2263
10,38,1887,7868
8,38,1958,2390
12,38,1968,3889
12,16,1974,3528
3,16,1983,3772
10,16,1984,2061
12,16,1985,5756
11,16,1996,4201
9,16,2025,17302
10,32,2029,7284
9,38,2031,2958
10,38,2039,5072
10,16,2068,2143
10,16,2083,2503
2,5,2093,8574
8,40,2097,3728
9,40,2112,9167
9,16,2112,2548
10,38,2116,4640
8,16,2134,5521
10,16,2137,2483
6,5,2145,2887
8,16,2149,5239
8,38,2208,4009
10,16,2245,6155
10,49,2279,4122
8,49,2287,8708
8,16,2290,6275
10,40,2291,2553
8,32,2313,8686
11,38,2413,2643
8,38,2476,4967
10,38,2479,2969
10,16,2504,4129
10,16,2519,6723
10,16,2520,3647
9,16,2549,3040
10,16,2580,11171
8,16,2591,5471
8,38,2660,4157
10,40,2678,3811
8,16,2722,10024
8,16,2729,9879
8,38,2736,6523
9,32,2756,4230
11,38,2785,4663
8,16,2800,3940
8,32,2864,2907
6,5,2891,9883
10,38,2936,5492
10,32,2947,5125
8,40,2961,5034
8,38,2973,8168
9,38,2978,17211
8,32,3049,7549
9,16,3140,10704
8,32,3158,4809
10,16,3174,6099
10,38,3199,5331
8,16,3290,6421
8,16,3294,3397
8,16,3658,4688
10,16,3778,11996
