alarm_id,device_id,start_timestamp,end_timestamp
15,22,0,25
11,9,1,6
22,22,11,34
5,25,15,62
23,22,18,20
23,22,24,68
13,28,26,32
12,0,61,90
11,17,105,106
21,23,106,139
4,23,116,151
14,17,142,152
20,28,143,175
6,17,146,172
11,18,177,189
11,23,183,206
8,6,189,223
3,17,219,245
19,20,234,260
7,20,287,437
5,22,303,304
8,20,319,321
12,22,351,459
23,22,352,355
4,3,365,378
0,22,369,380
11,1,390,469
7,24,398,432
8,20,408,461
11,20,409,413
6,22,413,429
22,22,413,512
14,5,423,474
6,5,429,429
9,3,440,495
0,22,453,514
23,20,454,460
6,22,454,480
6,5,456,457
3,23,468,484
23,22,485,524
23,11,499,507
18,9,544,662
7,11,546,558
6,14,561,574
18,27,624,639
21,11,707,717
8,11,710,735
23,11,712,742
12,11,714,785
10,14,718,786
0,11,722,722
19,14,722,723
23,11,724,741
23,11,746,754
7,21,757,774
8,21,758,793
6,24,760,764
9,1,764,775
19,14,767,833
23,21,768,784
0,1,771,771
0,11,774,784
9,0,782,785
15,17,787,825
7,21,797,803
8,14,815,862
12,17,816,825
23,14,823,868
0,26,831,837
18,14,831,950
21,22,868,892
8,22,885,893
11,24,908,943
15,1,925,941
12,1,926,962
10,1,936,974
8,17,942,952
22,1,946,1004
0,10,952,1029
23,18,958,976
9,15,966,971
3,2,974,1018
6,1,981,987
23,1,993,1007
9,2,1014,1020
3,13,1014,1019
3,13,1024,1062
21,3,1030,1071
10,13,1042,1091
21,28,1074,1075
2,14,1110,1133
6,16,1116,1151
5,19,1118,1164
13,14,1131,1183
23,14,1134,1183
0,19,1135,1152
20,8,1139,1160
9,19,1156,1183
0,19,1161,1206
1,17,1165,1184
12,23,1170,1182
22,23,1182,1217
6,23,1199,1282
23,23,1206,1210
12,21,1210,1211
15,16,1212,1228
10,16,1214,1283
23,23,1216,1274
8,12,1235,1284
14,16,1237,1261
23,16,1243,1253
11,1,1248,1278
11,12,1256,1275
10,21,1293,1312
15,21,1293,1311
22,21,1299,1397
19,21,1309,1342
22,17,1313,1334
23,17,1330,1372
8,21,1330,1378
20,27,1342,1352
11,21,1345,1364
23,21,1350,1357
11,21,1372,1383
4,21,1383,1394
6,21,1384,1395
13,12,1395,1421
22,25,1404,1406
2,6,1432,1470
2,11,1447,1457
7,5,1453,1468
3,6,1464,1476
10,28,1533,1540
2,25,1578,1601
9,25,1588,1649
10,25,1589,1631
7,28,1601,1604
8,10,1604,1688
3,1,1627,1631
23,10,1633,1649
16,4,1635,1637
2,8,1637,1657
7,8,1638,1643
2,11,1638,1650
13,2,1640,1725
20,8,1641,1655
7,8,1648,1726
10,8,1655,1682
0,8,1655,1692
22,5,1655,1674
23,5,1657,1664
14,10,1659,1681
23,10,1669,1734
6,5,1673,1719
23,2,1674,1701
6,3,1679,1687
7,14,1689,1738
15,7,1699,1758
8,14,1704,1750
22,7,1710,1745
5,10,1727,1733
23,7,1757,1777
3,26,1776,1782
10,26,1777,1797
3,16,1796,1845
22,27,1814,1823
20,22,1815,1818
12,16,1821,1825
8,7,1835,1855
23,7,1850,1878
2,20,1891,2024
3,20,1894,1964
13,20,1896,1934
9,20,1900,1955
5,10,1904,1991
19,20,1917,1984
0,23,1925,1964
21,19,1926,1955
10,20,1933,1955
6,12,1935,1938
18,20,1936,1997
8,19,1947,1958
14,20,1951,2039
12,20,1954,1961
11,19,1954,1975
21,9,1954,1965
7,20,1955,1973
0,13,1956,2028
13,20,1962,2010
10,20,1966,1968
20,20,1970,1998
0,20,1974,1978
12,19,1978,2001
16,16,1979,2043
3,20,1983,1994
11,20,1987,2137
7,20,1989,1996
3,23,2011,2016
6,13,2014,2088
6,20,2016,2030
20,20,2019,2025
13,25,2057,2100
18,15,2102,2126
13,16,2146,2158
10,6,2148,2180
6,16,2152,2155
21,24,2265,2271
11,16,2322,2323
16,20,2357,2368
22,24,2366,2452
1,15,2367,2367
18,3,2374,2418
20,3,2376,2377
21,4,2385,2391
8,4,2387,2447
6,24,2390,2413
19,1,2409,2438
4,16,2425,2460
14,12,2428,2445
18,1,2432,2445
22,16,2456,2472
4,4,2456,2542
22,6,2466,2471
22,4,2467,2527
10,27,2476,2514
19,27,2478,2509
23,4,2483,2507
14,4,2505,2512
0,3,2534,2583
19,24,2553,2553
21,13,2566,2612
18,3,2575,2614
12,13,2579,2579
5,12,2616,2700
0,12,2617,2624
14,17,2634,2640
9,12,2644,2659
16,16,2652,2655
0,12,2660,2692
18,20,2681,2686
1,10,2718,2740
10,6,2766,2828
14,2,2769,2839
11,2,2773,2801
6,2,2778,2852
8,26,2780,2852
19,14,2789,2821
23,26,2790,2795
8,14,2791,2824
10,10,2792,2811
13,6,2793,2806
6,14,2798,2824
19,7,2803,2820
19,6,2805,2844
6,6,2806,2806
13,14,2812,2825
7,23,2820,2835
5,17,2828,2847
11,26,2843,2875
22,16,2844,2850
22,22,2847,2849
20,12,2858,2900
0,12,2865,2886
17,1,2875,2882
11,14,2882,2882
0,12,2892,2961
23,27,2910,2910
4,3,2954,2959
22,3,2958,2960
6,3,2966,2997
6,5,2968,2970
7,27,2984,3092
20,20,3002,3012
8,27,3007,3013
19,27,3053,3070
8,27,3055,3091
6,27,3057,3062
11,27,3060,3128
18,27,3063,3093
8,27,3067,3112
8,21,3127,3141
11,21,3138,3152
21,26,3154,3176
8,26,3169,3195
11,26,3171,3267
17,28,3173,3187
21,14,3188,3215
4,28,3198,3285
14,28,3199,3219
18,17,3221,3285
3,27,3227,3232
8,24,3253,3278
9,6,3254,3259
6,13,3269,3343
13,21,3275,3280
10,2,3322,3418
7,0,3366,3367
19,2,3372,3444
23,2,3389,3457
8,18,3403,3461
6,8,3419,3429
23,18,3429,3447
8,2,3430,3460
13,2,3438,3452
11,2,3458,3487
23,18,3460,3471
5,9,3463,3465
0,21,3473,3485
16,21,3485,3517
12,25,3529,3618
14,13,3552,3576
23,25,3552,3569
6,13,3570,3619
8,23,3572,3619
17,19,3575,3595
22,25,3580,3601
23,25,3600,3619
9,9,3601,3611
7,13,3619,3621
18,24,3632,3647
19,24,3632,3659
6,24,3641,3709
23,24,3661,3685
9,3,3690,3695
12,24,3732,3782
15,24,3777,3779
6,17,3792,3867
20,22,3793,3897
3,28,3799,3814
10,28,3801,3941
14,28,3807,3824
11,28,3813,3881
7,17,3831,3870
17,4,3837,3846
19,28,3841,3872
6,28,3846,3877
8,28,3854,3864
9,15,3860,3895
19,17,3866,3868
8,17,3867,3913
14,22,3867,4020
11,17,3871,3877
0,22,3873,3937
17,25,3873,3885
0,27,3876,4049
11,17,3878,3902
9,11,3879,3890
23,28,3884,3892
13,24,3888,3894
22,11,3892,3986
23,28,3894,3974
23,11,3895,3938
16,14,3904,3912
11,22,3908,3949
6,22,3910,3935
18,27,3917,3917
6,27,3931,3956
11,22,3964,3969
16,16,3964,3990
23,11,3968,3977
4,2,3980,3998
15,18,3990,4051
6,27,3993,4017
22,6,3994,3995
12,10,4013,4031
12,18,4017,4037
2,9,4025,4082
23,18,4026,4039
23,18,4030,4078
11,12,4036,4061
4,6,4041,4131
3,9,4043,4105
22,6,4052,4111
4,26,4055,4156
16,12,4061,4062
6,6,4071,4099
6,6,4076,4098
12,9,4092,4100
14,6,4125,4203
12,10,4127,4133
9,8,4127,4150
10,16,4133,4151
18,22,4138,4149
6,6,4143,4148
23,16,4151,4157
6,6,4153,4165
0,0,4159,4195
12,22,4191,4325
4,28,4197,4228
13,18,4202,4261
9,28,4202,4226
3,0,4207,4214
15,15,4214,4231
22,15,4218,4223
11,26,4222,4225
