alarm_id,device_id,start_timestamp,end_timestamp
9,8,31,31
0,17,61,71
2,24,90,99
7,34,105,122
2,27,126,135
3,12,242,260
6,20,287,294
9,33,321,347
5,17,370,384
3,11,373,461
1,11,396,424
1,11,446,450
1,11,453,461
1,29,560,612
6,7,569,587
2,7,573,637
3,11,640,692
9,16,641,648
8,11,647,653
1,11,651,692
6,27,753,781
7,27,757,781
3,27,758,762
8,27,773,781
2,31,807,875
6,25,824,846
7,25,838,846
1,26,864,875
7,17,872,890
7,4,883,907
7,7,917,925
9,24,928,997
6,33,943,954
5,17,952,983
0,5,979,988
1,8,992,1026
3,5,1028,1062
3,21,1088,1110
1,21,1092,1110
2,16,1145,1152
6,30,1170,1180
1,4,1225,1225
8,15,1241,1248
6,37,1265,1342
4,8,1292,1296
9,10,1318,1337
0,2,1324,1325
3,24,1335,1352
5,25,1404,1421
3,21,1418,1491
1,24,1442,1445
5,28,1455,1462
6,14,1478,1564
8,14,1485,1564
0,14,1504,1519
6,24,1508,1519
8,24,1509,1519
2,35,1521,1594
7,14,1543,1549
0,14,1551,1552
0,14,1552,1557
6,11,1648,1704
0,11,1655,1660
9,29,1661,1662
7,11,1661,1699
7,15,1672,1686
1,16,1689,1773
5,12,1705,1708
8,12,1759,1785
6,4,1791,1886
7,4,1796,1807
3,6,1809,1834
7,4,1834,1843
9,31,1908,1918
2,30,1911,1911
6,3,1972,2025
0,7,2072,2082
5,29,2161,2171
0,10,2237,2250
8,10,2238,2247
4,10,2238,2268
9,16,2281,2327
7,0,2325,2348
2,37,2337,2468
6,0,2487,2546
7,31,2522,2556
7,0,2526,2546
9,27,2557,2558
7,6,2557,2679
5,6,2569,2590
2,4,2589,2704
3,6,2636,2639
3,34,2688,2698
5,6,2695,2699
8,14,2755,2765
5,13,2778,2836
8,24,2814,2849
7,31,2878,2902
6,20,2881,2924
7,20,2898,2916
7,13,2946,2973
1,13,2966,2970
5,25,2973,2978
2,8,2983,3023
1,36,2990,2990
5,13,2992,2993
7,26,3097,3136
8,18,3099,3159
7,19,3124,3133
0,18,3126,3159
0,20,3149,3191
1,27,3155,3183
4,7,3155,3198
9,17,3160,3165
1,5,3186,3192
7,17,3191,3266
3,17,3230,3238
7,2,3245,3249
3,17,3248,3251
0,7,3320,3331
5,12,3364,3370
7,14,3374,3389
2,36,3485,3495
7,26,3488,3549
1,0,3534,3541
3,26,3544,3549
0,21,3558,3607
2,7,3561,3571
5,36,3561,3643
8,35,3592,3616
5,33,3593,3614
9,36,3613,3629
9,36,3638,3666
3,37,3716,3759
0,36,3751,3771
7,5,3811,3857
3,5,3834,3857
1,5,3838,3844
1,9,3910,3942
4,17,3970,3973
1,29,3976,4010
1,2,4073,4084
2,37,4093,4100
5,18,4120,4165
2,17,4138,4164
9,23,4160,4193
8,2,4181,4255
0,2,4233,4255
1,34,4300,4316
7,35,4316,4331
6,33,4327,4337
1,0,4381,4521
5,1,4392,4529
3,30,4548,4589
3,33,4681,4729
7,30,4702,4709
3,30,4703,4709
1,30,4705,4709
1,33,4723,4729
9,1,4729,4738
2,12,4769,4804
2,4,4840,4851
9,26,4850,4912
6,30,4867,4906
7,30,4879,4894
3,30,4887,4894
0,30,4894,4898
8,2,4907,4915
1,31,4989,5054
0,26,5006,5051
7,36,5179,5191
5,35,5234,5259
3,27,5271,5287
1,22,5288,5294
4,5,5448,5454
1,5,5449,5454
3,17,5539,5564
2,33,5641,5676
7,18,5642,5685
3,32,5657,5712
2,34,5659,5706
1,32,5677,5683
2,28,5693,5763
1,32,5711,5712
7,16,5763,5835
4,28,5765,5772
3,16,5818,5835
9,5,5870,5890
2,9,5892,5914
5,10,5906,5907
1,3,5918,5933
2,36,5945,5958
7,22,6004,6030
7,8,6178,6182
8,35,6229,6247
3,17,6244,6259
9,19,6281,6298
3,21,6375,6383
8,27,6438,6444
6,1,6444,6448
6,15,6497,6589
7,21,6535,6604
7,15,6544,6553
3,21,6600,6604
1,7,6676,6718
7,26,6726,6755
8,23,6732,6767
3,26,6747,6755
3,27,6838,6868
1,25,6842,6849
8,27,6864,6868
3,8,6874,6895
1,8,6875,6895
4,33,6899,7049
3,30,6908,6916
1,24,6990,7045
0,24,6999,7038
8,33,7000,7042
3,28,7008,7086
3,27,7022,7025
7,27,7022,7058
6,34,7035,7088
8,28,7042,7046
3,27,7046,7058
0,34,7049,7088
1,28,7071,7086
0,31,7144,7173
8,17,7231,7269
0,17,7262,7269
3,11,7284,7287
1,3,7302,7303
5,5,7323,7341
0,26,7382,7398
2,14,7389,7406
5,2,7429,7445
3,36,7438,7480
1,36,7448,7480
8,36,7469,7480
0,27,7474,7484
7,14,7492,7498
2,11,7502,7533
4,12,7598,7633
8,12,7625,7633
3,10,7636,7647
8,25,7639,7684
5,20,7705,7714
9,20,7708,7713
8,22,7779,7783
5,14,7787,7806
5,18,7809,7851
5,35,7813,7878
4,16,7825,7852
7,35,7846,7853
2,29,7941,7943
7,6,7961,8014
0,26,7964,7965
7,29,7989,8016
3,6,7993,8014
1,6,8001,8014
4,33,8049,8107
2,13,8053,8094
4,28,8065,8100
0,26,8087,8090
1,33,8095,8103
9,25,8134,8276
6,18,8138,8271
7,18,8149,8159
7,18,8164,8202
0,18,8199,8271
6,13,8208,8222
0,8,8223,8249
9,27,8244,8256
7,18,8249,8271
2,37,8272,8274
7,26,8319,8359
2,8,8356,8387
2,13,8402,8427
4,12,8410,8460
8,12,8416,8440
1,12,8418,8458
7,32,8440,8491
8,12,8447,8456
3,32,8451,8458
3,32,8470,8491
6,1,8515,8547
0,1,8525,8531
8,1,8536,8547
6,25,8538,8558
0,1,8540,8545
1,17,8544,8584
9,23,8579,8620
8,1,8582,8594
3,5,8596,8602
5,37,8656,8659
7,22,8785,8853
2,10,8794,8802
3,22,8801,8826
4,22,8825,8826
7,18,8830,8835
1,32,8865,8884
2,30,8874,8924
1,23,8884,8891
6,28,8908,8990
1,17,8923,8934
5,20,8926,8956
9,20,8927,8930
7,32,8952,8988
8,28,8956,8967
0,35,8957,8983
3,32,8959,8960
0,15,8960,9066
7,28,8968,8971
7,28,8983,8990
2,2,9015,9029
7,34,9133,9289
3,34,9210,9241
0,18,9221,9229
8,34,9240,9241
1,7,9263,9296
4,7,9263,9296
9,19,9308,9337
4,30,9316,9332
1,30,9319,9332
0,3,9407,9460
3,8,9429,9463
3,4,9493,9533
9,4,9526,9527
9,3,9600,9607
7,33,9600,9645
0,15,9652,9655
6,28,9726,9728
8,4,9796,9818
0,4,9807,9818
2,3,9892,9907
1,27,9963,10060
6,17,10001,10016
5,4,10009,10010
5,20,10011,10046
3,19,10041,10048
1,21,10076,10110
9,4,10227,10249
7,27,10265,10291
7,26,10268,10272
9,16,10363,10417
3,6,10394,10401
7,3,10414,10484
3,3,10444,10484
8,3,10444,10455
6,34,10522,10534
7,25,10562,10617
1,18,10592,10614
3,25,10598,10617
7,34,10644,10654
0,29,10654,10668
3,26,10660,10693
1,26,10664,10693
0,3,10678,10686
3,13,10707,10714
9,20,10714,10771
9,19,10762,10778
6,10,10765,10808
7,10,10774,10808
5,2,10799,10799
2,24,10833,10873
2,0,10859,10865
4,21,10868,10897
7,3,10883,10919
8,21,10891,10897
2,8,10918,10962
4,26,10923,10968
7,15,10934,10952
1,26,10957,10968
6,10,10961,10999
1,30,11221,11232
4,24,11258,11261
0,33,11265,11300
1,35,11347,11356
2,14,11374,11402
4,34,11393,11407
8,34,11406,11407
2,0,11420,11496
3,12,11440,11456
1,5,11482,11536
9,4,11598,11690
9,0,11626,11652
3,19,11650,11652
2,9,11695,11705
3,20,11776,11777
7,9,11867,11880
7,2,11889,11920
5,17,11896,11929
1,15,11910,11921
3,2,11911,11920
7,34,11969,12035
3,34,11993,12005
7,25,11997,12082
3,25,12036,12048
4,37,12049,12056
7,34,12057,12131
8,28,12065,12082
